epoch,fold,train_loss,val_loss,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_sensitivity,train_f1_score,train_cohen_kappa,train_specificity,train_npv,train_ppv,train_mcc,train_auroc,train_auc_pr,train_avg_loss,train_n_samples,train_n_positive,train_n_negative,train_class_ratio,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_f1_score,val_cohen_kappa,val_specificity,val_npv,val_ppv,val_mcc,val_auroc,val_auc_pr,val_avg_loss,val_n_samples,val_n_positive,val_n_negative,val_class_ratio
1,1,0.2864047858837048,0.10848126038221309,0.5185185185185185,0.5182778130029752,0.5165289256198347,0.6157635467980296,0.6157635467980296,0.5617977528089888,0.03657301794493317,0.4207920792079208,0.5214723926380368,0.5165289256198347,0.037271463319379396,0.5414573477052138,0.5438195093839148,0.2864047858837048,405,203,202,0.5012345679012346,0.5392156862745098,0.5744318181818182,0.2641509433962264,0.6363636363636364,0.6363636363636364,0.37333333333333335,0.09853328318916887,0.5125,0.8367346938775511,0.2641509433962264,0.12254877731514632,0.6278409090909091,0.3337497891109567,0.10848126038221309,102,22,80,0.21568627450980393
2,1,0.2125178208117615,0.13803551130879843,0.5234567901234568,0.5253196993361968,0.508695652173913,0.5939086294416244,0.5939086294416244,0.5480093676814989,0.05041608455324054,0.4567307692307692,0.5428571428571428,0.508695652173913,0.0510940558211406,0.5355818039828193,0.5243938547954909,0.2125178208117615,405,197,208,0.48641975308641977,0.803921568627451,0.6113636363636363,0.6,0.2727272727272727,0.2727272727272727,0.375,0.2776203966005666,0.95,0.8260869565217391,0.6,0.30806036059634645,0.6420454545454546,0.43058503342639415,0.13803551130879843,102,22,80,0.21568627450980393
3,1,0.1802909795818601,0.16429262287451643,0.5925925925925926,0.5893119131455399,0.6043478260869565,0.6525821596244131,0.6525821596244131,0.6275395033860045,0.17940688892982137,0.5260416666666666,0.5771428571428572,0.6043478260869565,0.18005154893721861,0.6146322378716745,0.6416638605795048,0.1802909795818601,405,213,192,0.5259259259259259,0.6078431372549019,0.5852272727272727,0.2857142857142857,0.5454545454545454,0.5454545454545454,0.375,0.12820512820512808,0.625,0.8333333333333334,0.2857142857142857,0.1424507205745474,0.6255681818181819,0.4319931103548613,0.16429262287451643,102,22,80,0.21568627450980393
4,1,0.17905897552251437,0.09008914691110155,0.5753086419753086,0.5674603174603174,0.5873015873015873,0.6851851851851852,0.6851851851851852,0.6324786324786325,0.13654618473895574,0.4497354497354497,0.5555555555555556,0.5873015873015873,0.13883218797250715,0.588795806388399,0.6426800731246303,0.17905897552251437,405,216,189,0.5333333333333333,0.7254901960784313,0.6107954545454546,0.375,0.4090909090909091,0.4090909090909091,0.391304347826087,0.21452145214521456,0.8125,0.8333333333333334,0.375,0.2148598909226027,0.6409090909090909,0.3944199482964507,0.09008914691110155,102,22,80,0.21568627450980393
5,1,0.13775860122258576,0.1857938206167225,0.5876543209876544,0.5878164171096913,0.5764192139737991,0.6534653465346535,0.6534653465346535,0.6125290023201856,0.17557503138751085,0.5221674876847291,0.6022727272727273,0.5764192139737991,0.1771557848146394,0.6382236745842071,0.6375942392466946,0.13775860122258576,405,202,203,0.49876543209876545,0.3235294117647059,0.48636363636363633,0.20987654320987653,0.7727272727272727,0.7727272727272727,0.3300970873786408,-0.01382886776145198,0.2,0.7619047619047619,0.20987654320987653,-0.027741679285882632,0.5596590909090909,0.313288541744338,0.1857938206167225,102,22,80,0.21568627450980393
6,1,0.14562592982292558,0.08975160394238271,0.5530864197530864,0.552860696517413,0.5534883720930233,0.5833333333333334,0.5833333333333334,0.568019093078759,0.10576395242451975,0.5223880597014925,0.5526315789473685,0.5534883720930233,0.10592048457582569,0.6085747731928592,0.6300594185325257,0.14562592982292558,405,204,201,0.5037037037037037,0.2647058823529412,0.4818181818181818,0.2087912087912088,0.8636363636363636,0.8636363636363636,0.336283185840708,-0.017016750864131902,0.1,0.7272727272727273,0.2087912087912088,-0.04821771230049424,0.6176136363636364,0.40760252638539257,0.08975160394238271,102,22,80,0.21568627450980393
7,1,0.13040888447138083,0.08233247937945028,0.5456790123456791,0.5432586736934564,0.5465587044534413,0.6521739130434783,0.6521739130434783,0.5947136563876652,0.0868989854433172,0.43434343434343436,0.5443037974683544,0.5465587044534413,0.08866331058116438,0.5939833113746157,0.6155753620777245,0.13040888447138083,405,207,198,0.5111111111111111,0.5686274509803921,0.5767045454545454,0.2708333333333333,0.5909090909090909,0.5909090909090909,0.37142857142857144,0.10739856801909309,0.5625,0.8333333333333334,0.2708333333333333,0.12641247421185792,0.6323863636363636,0.4392325477238443,0.08233247937945028,102,22,80,0.21568627450980393
8,1,0.15215235485640047,0.07437993606493133,0.6,0.5994351525821596,0.576530612244898,0.5885416666666666,0.5885416666666666,0.5824742268041238,0.19866627583174556,0.6103286384976526,0.6220095693779905,0.576530612244898,0.19870517483629654,0.6337294600938967,0.5878711992962843,0.15215235485640047,405,192,213,0.4740740740740741,0.7549019607843137,0.6295454545454545,0.42857142857142855,0.4090909090909091,0.4090909090909091,0.4186046511627907,0.2634315424610051,0.85,0.8395061728395061,0.42857142857142855,0.26354595321588503,0.6147727272727272,0.4299169634106447,0.07437993606493133,102,22,80,0.21568627450980393
9,1,0.1292878297574269,0.14917690327131947,0.5802469135802469,0.5797799678001658,0.5759162303664922,0.5527638190954773,0.5527638190954773,0.5641025641025641,0.15966899379973643,0.6067961165048543,0.5841121495327103,0.5759162303664922,0.15979398609128617,0.6097721617797727,0.6470478872271613,0.1292878297574269,405,199,206,0.49135802469135803,0.2549019607843137,0.5085227272727273,0.21875,0.9545454545454546,0.9545454545454546,0.3559322033898305,0.007680491551459334,0.0625,0.8333333333333334,0.21875,0.029795705913924758,0.6210227272727273,0.4261761227843324,0.14917690327131947,102,22,80,0.21568627450980393
10,1,0.12002279362572653,0.11956197385648813,0.6,0.5982142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.1964285714285714,0.625,0.625,0.5714285714285714,0.19642857142857142,0.6361699000587889,0.6029918537653078,0.12002279362572653,405,189,216,0.4666666666666667,0.30392156862745096,0.5232954545454546,0.2247191011235955,0.9090909090909091,0.9090909090909091,0.36036036036036034,0.022144207399405702,0.1375,0.8461538461538461,0.2247191011235955,0.05746333651649613,0.5954545454545455,0.3445360007300382,0.11956197385648813,102,22,80,0.21568627450980393
